name,place_id,types,vicinity,business_status,photos,rating,user_ratings_total,permanently_closed,price_level,google_maps_url
School for Global Leaders,ChIJQY7ig4FZwokROdOMHJ3olDo,"['school', 'point_of_interest', 'establishment']","145 Stanton Street, New York",OPERATIONAL,,3.4,8.0,,,https://www.google.com/maps/place/?q=place_id:ChIJQY7ig4FZwokROdOMHJ3olDo
Escuela eileen,ChIJTUrPtl9ZwokRm9lGgYK42PQ,"['school', 'point_of_interest', 'establishment']","151 Norfolk Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJTUrPtl9ZwokRm9lGgYK42PQ
COVID-19 vaccine location - Marta Valle High School,ChIJrapqdoFZwokRebRkRDJnx9c,"['health', 'point_of_interest', 'establishment']","145 Stanton Street, Manhattan",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJrapqdoFZwokRebRkRDJnx9c
Samadhi Acupuncture,ChIJOx8-sphZwokRbCVn0BzahcU,"['health', 'point_of_interest', 'establishment']","131 Norfolk Street, Front 1, New York",OPERATIONAL,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107108921234978312193"">Rachel Krieger-Garone</a>'], 'photo_reference': 'Aaw_FcLL0WEtIk-dBiNtiZ509fxUkl1qRwEYNJZsxbgMTgxDReH7HB1XM8Ma6SCOfV-PDtyRYQ001A_Ra14YMl-lFCJUDZgG3qVUAXgHfc_uH_RKAH1gbf7k75yZ9kBVtxP1YQYwg-FgwsFdCI6SgyGbNVwklfj89tLarOYeFl3csJswbbkD', 'width': 2000}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJOx8-sphZwokRbCVn0BzahcU
onetwentyeight,ChIJiSE4E4FZwokRowhvITxSuik,"['art_gallery', 'point_of_interest', 'establishment']","128 Rivington Street # Store, New York",OPERATIONAL,"[{'height': 300, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117372591160224858335"">onetwentyeight</a>'], 'photo_reference': 'Aaw_FcKeMc7dtDANAST8n4uFRcwJvpk-7LM7d9PAhomb_0tlRUSqFFEYn8GkCAhy0VNnU2Trv18ciVYZLKa9keKSXyw-Ix9stiJPewZSJo6Wv8a0OCUJDeg9YLC_uzTQptHY3XBDxcTYN5TFL-_lUrbYz-67P2sL_THYJvOr116E-0Z3kF-q', 'width': 1089}]",4.9,7.0,,,https://www.google.com/maps/place/?q=place_id:ChIJiSE4E4FZwokRowhvITxSuik
"55 Sage Court,",ChIJI9FuEoFZwokR15qz0R9RUNg,"['health', 'point_of_interest', 'establishment']","Norfolk Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJI9FuEoFZwokR15qz0R9RUNg
REST Acupuncture,ChIJCVM2bYFZwokRM2ATzV2TG90,"['health', 'point_of_interest', 'establishment']","131 Norfolk Street, New York",OPERATIONAL,"[{'height': 667, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104613066140567417028"">REST Acupuncture</a>'], 'photo_reference': 'Aaw_FcKE2DdnH0iQbxDtvIrNOBrhWkeB3_oDB2w_8v7i8TaD_lHuHqZzbvfu9d5wReXFl_xNhRfvDslSZQcJhJLXh7CjuNvSEet4Y2A4T1zkvE5w-g-Bq6qUxbJIepAPDT_WDGHKKa5w78bhKnwYzKNJrNsskYeOWAOe-EUhgj9vKi7daiSB', 'width': 1000}]",5.0,13.0,,,https://www.google.com/maps/place/?q=place_id:ChIJCVM2bYFZwokRM2ATzV2TG90
Maryam Nassir Zadeh,ChIJkU-cEYFZwokR5wDSP79G038,"['clothing_store', 'shoe_store', 'book_store', 'store', 'point_of_interest', 'establishment']","123 Norfolk Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102906874407787392846"">Shawn Reimerdes</a>'], 'photo_reference': 'Aaw_FcJmgC0iD7eGN7cZJI6r7NUi21RRw_UMKzSdvmS83C0cm8a0e3TL1m1nBJD8fROPqsbu327Uw5nXpH3oZiJ2ijcF1Icgemq8sRWRcRlCX0gofngLOzdMmAWh-hyyCgsvN1IEFNJJg7AjS5LimgjS27lwNUI4zcuVGkRASe3droXiYQfg', 'width': 3024}]",3.9,53.0,,,https://www.google.com/maps/place/?q=place_id:ChIJkU-cEYFZwokR5wDSP79G038
Sunny Chinese Body Work,ChIJx8sGD4FZwokRRr-GaedHqWs,"['point_of_interest', 'spa', 'establishment']","137 Rivington Street, New York",OPERATIONAL,,4.3,62.0,,,https://www.google.com/maps/place/?q=place_id:ChIJx8sGD4FZwokRRr-GaedHqWs
Majesty convenience,ChIJgepI009ZwokReslcZcJLQIE,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","137 Rivington Street, New York",OPERATIONAL,"[{'height': 3387, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107986209654686307765"">View 360</a>'], 'photo_reference': 'Aaw_FcLbEaZWnfX9z748F-iPTEsgsjRTkFRLP4HWiU3yG4JP9sB4rAa_DjPMTSlEhdXR3U2t_YY1WD9G7kX5-xASfGH2x9TJLZcL6auiNb5-t6nVREHmWLHGBjRv3Jq3oiXZ_hBcGWJG1re0A6DVqGd7AeEuihzJTtlXN8XHsXgUfrRcEcF7', 'width': 4107}]",5.0,4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJgepI009ZwokReslcZcJLQIE
Anastasia Paints Hair,ChIJLYcMB7RZwokRXi2LwIfj5Cs,"['hair_care', 'point_of_interest', 'establishment']","137 Rivington Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJLYcMB7RZwokRXi2LwIfj5Cs
The Hair Painters,ChIJo79HQzZZwokR-dHnXnh8pcI,"['hair_care', 'point_of_interest', 'establishment']","137 Rivington Street, New York",OPERATIONAL,"[{'height': 312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112384126480470149471"">The Hair Painters</a>'], 'photo_reference': 'Aaw_FcJ2JrUv_s804dRCLywK-uFh8vwJZ-3cibuExMJixabCFltn6d67iBfybz418iMfWz9zN1cvNuHGGisj_-7Fnzkm3raZTxgPQ_7PFgTNKUVVCJRTy96fTqGIrNCMDwWFSkw7Stkr8jo5KHuUbfGnGmn0oxhiFmzOg3828XEctIAO1hYk', 'width': 820}]",4.3,6.0,,,https://www.google.com/maps/place/?q=place_id:ChIJo79HQzZZwokR-dHnXnh8pcI
Les Mini Mart,ChIJTweVFoFZwokRuOrt1KcvFgw,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","127 Rivington Street, New York",OPERATIONAL,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117446481460862719184"">Julien</a>'], 'photo_reference': 'Aaw_FcIvnoZ_Twle8CXCou8A4jQkqwWzEfMerBW3buNhmBw4jA6nnb-Y1pno-yw2_17_rPIHbqDu_GgimVNEBvs4i4egkF3thH24LSDQFJAmOttsc6BvN5MJvsKXWMQAO1euK4C6rZqg95UQkGTmxWVaJfeTtDtnLgLFUy2p39VydPwRgZ-i', 'width': 4608}]",2.6,5.0,,,https://www.google.com/maps/place/?q=place_id:ChIJTweVFoFZwokRuOrt1KcvFgw
NAME GLO,ChIJ9SMMIJxZwokRo3HhudXw_1g,"['point_of_interest', 'store', 'establishment']","133 Norfolk Street, New York",OPERATIONAL,"[{'height': 6390, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101812111719539996535"">NAME GLO</a>'], 'photo_reference': 'Aaw_FcJwGyODw1dVSl5rnelzDLC15cFjh_ffuGCJ-vSBpCxBlcFKgqi4gg-E8_EvS7pf5fXPOpLKDYLe4rvYXkHRCN1zTgB_Wyh1xXQetkgUwDOsJyy3-2yR9e4ohGycidpYaBn5ysIiEYOiYtz37p27A6Kv5cx7jwWTJes-dJoObm8m2VQ2', 'width': 5112}]",5.0,25.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ9SMMIJxZwokRo3HhudXw_1g
The Back Room,ChIJnY19HoFZwokRfs9FwDLVRKw,"['bar', 'point_of_interest', 'establishment']","102 Norfolk Street, New York",OPERATIONAL,"[{'height': 300, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116786001601274804638"">The Back Room</a>'], 'photo_reference': 'Aaw_FcKk3wts4uo_wjZ3j86V8rTMHQH-CbiCx6QVahxoTPuOEcM_O-Q7p9WUZjmhgHje-M3VVSBSzsSCHAacTCXBl50YzwXyoEX1AFfBsWNlaxGU1ItEtKXv4lIGSUTy_I7lNaMTQriOYmmZWiWOeYvI-pRrNgDqn2NCyE9tfRA6o91b-s-3', 'width': 405}]",4.2,1518.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJnY19HoFZwokRfs9FwDLVRKw
Nurse Bettie,ChIJLVsGHIFZwokRjE7iQPpJ4Lk,"['bar', 'point_of_interest', 'establishment']","106 Norfolk Street, New York",OPERATIONAL,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117808460219123378764"">Ruwan J.</a>'], 'photo_reference': 'Aaw_FcIQNodGeuBbDkxyH38ryuU795ByEgdi1PjQWCMpIsMXic_HiLQx2NXhL3ikCOhpXGBS7owd-FJADkgFuvQPNy8hNm0ifzz8kTce1DMKENYXQz0q2q3paJ9QdVMFR_4AmW4UpBmgjQE90K0B90cA24w6Tz6JTzlF2IFiXbmPbXKsQzSM', 'width': 3024}]",4.5,353.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJLVsGHIFZwokRjE7iQPpJ4Lk
Asian Americans For Equality - Food Distribution Center,ChIJffSxcYFZwokR8kCDmXwzFpk,"['point_of_interest', 'food', 'establishment']","108 Norfolk Street, New York",OPERATIONAL,,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJffSxcYFZwokR8kCDmXwzFpk
Second German Reformed Church,ChIJfVamLv9ZwokRybXRjMMzgO4,"['place_of_worship', 'point_of_interest', 'establishment']","Norfolk Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJfVamLv9ZwokRybXRjMMzgO4
Circe Bloom Reiki Healing,ChIJo8kBtbldwokRFE-GV-N5S6Q,"['school', 'health', 'point_of_interest', 'establishment']","102 Norfolk Street apt 8, New York",OPERATIONAL,"[{'height': 5184, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113896597488615764305"">Circe Bloom Healing</a>'], 'photo_reference': 'Aaw_FcJA7chW36fnA4aHxZ2IsSVT7IYgHMYstC43-mXk6Xu1oMqnDPubXTJTDvRPJXUAAk5QvKzYcLPdCb0PxlNDFT6rFDBL-pPP04lhaktguZ0-RIkahuntML6bo34ok8S5Piw1IZM_l15_9Oh5xa-GSq1QBqEdfszxRMEvHN-6ZmOi3Tni', 'width': 3456}]",5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJo8kBtbldwokRFE-GV-N5S6Q
Rose Geranium Skincare by Circe Bloom HQ,ChIJM0S42UZdwokRAbmlkQvoA6c,"['health', 'point_of_interest', 'establishment']","102 Norfolk Street apt 8, New York",OPERATIONAL,"[{'height': 1439, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105876717130015686125"">Rose Geranium Skincare by Circe Bloom HQ</a>'], 'photo_reference': 'Aaw_FcIaCbtnQEjqEXpM-YS3Sk7alxHH3iXOaVKyQ4_RPvmJ8BCFBxRzvfkHS64usJA48uPsBzY0MJT1nYKHthxelD0IwYRmbg_ma4d7FHKL0_-BJxHCIWTurRHFaNHwUBVKf3mAJ5tbBo4j0FhVP217BMRMWYdFz9Cz_txDTexUYEmYhBqI', 'width': 1813}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJM0S42UZdwokRAbmlkQvoA6c
La Contenta,ChIJdZGxHYFZwokRj85WGKuKF2k,"['restaurant', 'point_of_interest', 'food', 'establishment']","102 Norfolk Street, New York",OPERATIONAL,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111444671146808251214"">Eric Finkelstein</a>'], 'photo_reference': 'Aaw_FcK4r2q416kmrZ1WrAn4F4stFXYLDsKo_7I6NQuIGaIahxmkNEPTD6Ff_IQKjsW3cv5sbY1-FItrW70iBa-0grXK32j43fsqPBLEfgxZ9Q2_5QTYbqIy8zmAl6sovYGN7JryggRZvwOB4vXQm_AAYuLV2W3PcjloCp1BrZb_3Y0OfXdc', 'width': 4000}]",4.6,849.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJdZGxHYFZwokRj85WGKuKF2k
Burger King,ChIJQfy8_IBZwokRHIRnHWQcur8,"['restaurant', 'point_of_interest', 'food', 'establishment']","146 Delancey Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108908906986727182337"">Diamond “Diamondinthe_rough”</a>'], 'photo_reference': 'Aaw_FcKSdqcmDuOL3kSS1JIcvaDG4Qkjbog3SanBciqoxu-v13Iy9W46tsK4ssHroZBLXmWSjPT7eOuBc6H8KdknzxYwh3IgmqDmXP2QZoCdlTi7OGyUcB0AvVO8K4Aolbix9vfSLEIC656XAuTG1skgoBKf0VugBbDQH-zCvLiYL73MPATr', 'width': 3024}]",3.4,645.0,,1.0,https://www.google.com/maps/place/?q=place_id:ChIJQfy8_IBZwokRHIRnHWQcur8
AT&T Store,ChIJ6eS5_IBZwokRizmi6_zMIh8,"['store', 'point_of_interest', 'establishment']","144 Delancey Street, New York",OPERATIONAL,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113146803767326492160"">AT&amp;T Store</a>'], 'photo_reference': 'Aaw_FcL5m_O0PqO7lJRLomfVS1W8Z2LkARpAtc702hYUTo8n0z0oSjcELH4MhuoF3uOfO0jRTegYA7Zly8HbAZO2YEKEkmM6SCopisC5cc_cGeHJX2mzTUTfjVIfNE9TP8iV4hslBB3NO47ucijzZPc2-I6VX-IMYd1cpKGmdwsTSglkvh60', 'width': 1600}]",3.6,91.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJ6eS5_IBZwokRizmi6_zMIh8
Baskin-Robbins,ChIJJ_41_YBZwokRkyNqLyzOgJg,"['bakery', 'store', 'point_of_interest', 'food', 'establishment']","140 Delancey Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102906874407787392846"">Shawn Reimerdes</a>'], 'photo_reference': 'Aaw_FcK2SdjyWeekvmVD7MxgF1mK7Qwd6znCzVEYnn-DqC6JOQrcENBFA4KvJgfbKhBFCZYm6In_qmt7oxAdWWrwj4sxtMAwUIV9E3uxwIZs_sJZRe_StOgSAdYmmdlqCvHjJwaV5bxhs32haza9-wZt2DUaICHXdNsU3zdrzOUXqPdmJnCj', 'width': 3024}]",3.6,14.0,,1.0,https://www.google.com/maps/place/?q=place_id:ChIJJ_41_YBZwokRkyNqLyzOgJg
Mitchell Algus Gallery,ChIJN6wa4oBZwokRhd-iaOerIFU,"['art_gallery', 'point_of_interest', 'establishment']","132 Delancey Street #2nd, New York",OPERATIONAL,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111654433160090958824"">Paula Caravelli</a>'], 'photo_reference': 'Aaw_FcJ7U_e-PuNH9qsCfG9QVWnEinHbup10J6WVt5kYpLjxMRjmdYb1MJ7rbdelG5ZFT8BxuC9xsmgw9tAra3I9xIY2yDAEzq50303U_2xX5Tyz3YQJ39VV_e5fQ6l2nCPVfU4GtNBPIqs3m7wfkIXSHMwQvApstcg_xAfC_nTibH6Ja3gz', 'width': 5312}]",4.8,6.0,,,https://www.google.com/maps/place/?q=place_id:ChIJN6wa4oBZwokRhd-iaOerIFU
Dunkin',ChIJJ_41_YBZwokR7OO6cZ67VoE,"['meal_takeaway', 'cafe', 'bakery', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']","140 Delancey Street, New York",OPERATIONAL,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105272327605733068897"">Topher Ziobro</a>'], 'photo_reference': 'Aaw_FcIqVjaYhUQWV596N7pc9p5w_EehmfSdgjhFpw_wC-Sxg_IlGEuHuemdBoMwWIg1eFoPCNGF3oWNDgxBgQWeI8y8N4FjKE2yW_11yHxkZa9SVpiGVxFqO7nENxMstITLlnMjmicP0m9UVzNGkHj1_fOP4C5f8QoQPbmGX34wHxxix6VD', 'width': 1367}]",3.5,201.0,,1.0,https://www.google.com/maps/place/?q=place_id:ChIJJ_41_YBZwokR7OO6cZ67VoE
GEM,ChIJJ2-45IBZwokRX2R1dNz_cRg,"['store', 'point_of_interest', 'food', 'establishment']","140 Delancey Street, New York",OPERATIONAL,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106686682927639163532"">Tim</a>'], 'photo_reference': 'Aaw_FcIMLsGwtfwkDelFtHJCtTgcodYBOtcUQuQNaWDKldnYqAwqrjM-6AtLOvFVIvkQQs5zlyqvZudSWLnaaL14w9ch9AOrjeyy_KnEyVf9OxM0w1JMgLtzxSnOd9ZdL-uv_ZnJu_nYMeDf2gSzhjzriajNpaIKYjdvRh3IwU8mQAsO0As', 'width': 1080}]",3.9,19.0,,,https://www.google.com/maps/place/?q=place_id:ChIJJ2-45IBZwokRX2R1dNz_cRg
Delancey Discount,ChIJNbYT44BZwokRfRnYVAFyCTc,"['store', 'point_of_interest', 'establishment']","140 Delancey Street, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJNbYT44BZwokRfRnYVAFyCTc
Keycafe,ChIJMV4j44BZwokRLJzXVB2y8MU,"['store', 'point_of_interest', 'establishment']","142 Delancey Street, New York",OPERATIONAL,"[{'height': 675, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113804567048244534372"">Keycafe</a>'], 'photo_reference': 'Aaw_FcJ8XNbUzApt0QItr6mmFoGP9Jx4s8E7S2LW3_hrnIa-RVHOtAKFjEvKKWskhJ3s6lXMxNc_I7bqx-XEt_1W8Xw59Ltg0o4SHa_XCGBFPL7WtXXNGfxWCGBZ6gISklLxaBb4oMm1ef50fh-6jlVNoB-SK5oigLZOYIcDBRz1PV843PAq', 'width': 900}]",5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJMV4j44BZwokRLJzXVB2y8MU
Litty city smoke shope,ChIJIbVfKDBZwokRqzkSCnmhBAk,"['convenience_store', 'store', 'point_of_interest', 'food', 'establishment']","142 Delancey Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106571163473273843524"">Litty city smoke shope</a>'], 'photo_reference': 'Aaw_FcLWTATFjyZnafT_cm6n-rc4igpQ0WFMKBiPQyn5BFQn-xsjkcWm4edotDjfaES295J6GMNYXg_25LJzfCjRsnTq1i4MaBejBn37MesSUkksoWOrWFQtLoVCSxs2lC23N0BzF-fTTN5-4Fqbqc714ZNNufPBOERij_3F5q_CceYZm_ne', 'width': 3024}]",5.0,3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJIbVfKDBZwokRqzkSCnmhBAk
Grand Street Pizza,ChIJKdh7frRZwokR7bY0xRFv2Mg,"['meal_takeaway', 'bar', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']","384 Grand Street, New York",OPERATIONAL,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101776798618071223190"">R. Ebrahim</a>'], 'photo_reference': 'Aaw_FcIMFtZPieJk6H3Otl5HBOIqX1hQgBQJxBoT8gMGC8im1NLmHhBqSCAniDykdXwvjQlgOc8DXYVPV0VPKfP0MJfJhsrjv1URVvkXViq32iuRx2XhnYjbOSxXzAF2L5fhjXPr4Ga-Vw5TGTs00JzDb8TYtPymJI7JMb3JNBq3vZzC4HlH', 'width': 3000}]",4.7,208.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJKdh7frRZwokR7bY0xRFv2Mg
Fabis Tacos D.C.,ChIJ4eVs63tZwokRyyNAsBHo06o,"['restaurant', 'food', 'point_of_interest', 'establishment']","390 Grand Street, New York",OPERATIONAL,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109208913003492471753"">Cindy Chan</a>'], 'photo_reference': 'Aaw_FcJYOERJvbdfOui4YTzjiwxr4Jn3cwAbUtuVTJ7KsXoOTDFbx6tfyWhu4PrAstcV-w9u2JQtwDQieaYbIrzL0yIhAhkq6pz4f-GO7AR5oNwI4URHwiQxTuBVjFZNQQCTjqi7pUJQ0NmAsQ8gM9RQmtxr1F4avUFg_A4TT1ZeodMW2FOX', 'width': 4032}]",4.9,21.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ4eVs63tZwokRyyNAsBHo06o
VinVero Wines & Spirits,ChIJlwNqMVFbwokR4bdmCEnvpf8,"['liquor_store', 'food', 'point_of_interest', 'store', 'establishment']","393 Grand Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106543889628945047000"">Faraz Ghadooshahy</a>'], 'photo_reference': 'Aaw_FcJhn78Q5N-SXX4wJYuKURmFZelN4INyRSz2aIiSfBnKy69k4_AS8Nt-6x1_Bs7x7ne8Uh3GnrhqkKhKfkLH0f9XgFivhaEpMXJd-ZXttrUIZA9kG2PMjREcr1nxztbUDTASMIi8PVVhohgVAHTl97xmGJrFLFn69Jyc5ZqwkQA1ypgT', 'width': 3024}]",4.8,24.0,,,https://www.google.com/maps/place/?q=place_id:ChIJlwNqMVFbwokR4bdmCEnvpf8
Grand Cutters Barber Shop,ChIJbwEkCypawokRtesyqPk0jVQ,"['hair_care', 'point_of_interest', 'health', 'establishment']","395 Grand Street, New York",OPERATIONAL,"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111173921310516996981"">Grand Cutters Barber Shop</a>'], 'photo_reference': 'Aaw_FcIhbM1zfpBrVNfzOkOmhknBJKkCRlf1WYAxvRacG3lG8kgWbt5dBC0TUahoyHMoCyakJ3G6Ji1CcgnXJ2sXAnhhj6sk_u5Kx2_CrSmQheo23cnqBZebIGuiVhO7tG8fSTyhalAJI-LZLYUIEY-Jr6ffDPozjiCkAkrqej8QuujhNpSh', 'width': 1440}]",4.8,272.0,,,https://www.google.com/maps/place/?q=place_id:ChIJbwEkCypawokRtesyqPk0jVQ
Ramiken,ChIJ6xs5dSpawokRz4itImoUzsI,"['art_gallery', 'point_of_interest', 'establishment']","389 Grand Street, New York",OPERATIONAL,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117661874226484976732"">中村文則</a>'], 'photo_reference': 'Aaw_FcKajeLeVNoZeoscncQ2qladvxbKU1s1e0-0OeskQP5JzBosc6QsJZ283BaVLzEo699541oRWkBId9_fgLgbIeLnwJnvCHdol1HXSoPDjACcCDX0u4Q0m76oqWaB7DUnI9xN7H6IK994YWTRyEAPbgIwRxlthyReY4GecM4UelNQaPYG', 'width': 4032}]",3.7,3.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ6xs5dSpawokRz4itImoUzsI
François Ghebaly New York,ChIJn7v0tsRbwokRu9GvhGMcImw,"['art_gallery', 'point_of_interest', 'establishment']","391 Grand Street, New York",OPERATIONAL,,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJn7v0tsRbwokRu9GvhGMcImw
Manousheh Grand,ChIJOQXR4U1bwokRfhkCnTG8Obo,"['bakery', 'cafe', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']","403 Grand Street, New York",OPERATIONAL,"[{'height': 1079, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112100657791788411637"">Manousheh Grand</a>'], 'photo_reference': 'Aaw_FcJRvMRMU7Afy4OY5_vrRIVeFFkLcrMnXNPw22BaMAIOVO-tSz8mm56zUIfuV6oJVTxk8dtLqp98CjEnTyznWOIrWBs57WgkYwdVzyXA_NeTRESibsNxmEgGmvg9KLWUB4GvKfscmmYuTTQhs54c7ZPTwJUH5jO6Fv7p5onwm8W3YdaF', 'width': 2048}]",4.5,181.0,,,https://www.google.com/maps/place/?q=place_id:ChIJOQXR4U1bwokRfhkCnTG8Obo
"Dr. Steven LAX, DDS",ChIJk3GDPipawokRvxiDgojdUKw,"['dentist', 'health', 'point_of_interest', 'establishment']","212 East Broadway, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJk3GDPipawokRvxiDgojdUKw
Magyc Hands Massage,ChIJWSSHRkRZwokRmvI9iSUoOOU,"['spa', 'point_of_interest', 'establishment']","210 East Broadway, New York",OPERATIONAL,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJWSSHRkRZwokRmvI9iSUoOOU
FedEx Office Print & Ship Center,ChIJNxrWroVZwokRxy6NIZ-TeRc,"['store', 'point_of_interest', 'establishment']","250 East Houston Street, New York",OPERATIONAL,"[{'height': 1192, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108430693487534074632"">FedEx Office Print &amp; Ship Center</a>'], 'photo_reference': 'Aaw_FcJpLZTcF53YykfrTvLtivbbJzQD27IK3igEuvy6vYBb86hCXDBPBMNjIEvPpIQTSPLDSkIU8GzgYRQT0dXqf-wKwjrPw2JdzKA0aazY5EdSxR2_Q2Mdmx0s49Mbypm2eHLii2zLEB-q0cW-5WkuJBJK76A8nt23MBHUXzFiF1dWh7fs', 'width': 2120}]",3.1,127.0,,2.0,https://www.google.com/maps/place/?q=place_id:ChIJNxrWroVZwokRxy6NIZ-TeRc
Dunkin',ChIJNxrWroVZwokRhT9OKblQLnE,"['cafe', 'meal_takeaway', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","250 East Houston Street, New York",OPERATIONAL,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113122836598263099618"">Jason Winkler</a>'], 'photo_reference': 'Aaw_FcJX-4wpXard6YPQd_FY-22ZBksNrC0PTBeD3vjRAhp3-7ye0Ig4TkyoPglXhM4O_LjHY2XwQTmaWZMffEap_4Bq6myzDtqjseCxd79bwIdFyT7JY0KjDrq6Yd6QF_jHJbGGuhi11Z5rSAh81yxHny7nCV719NEjKvI6hPqFYXavEVOU', 'width': 4032}]",3.2,128.0,,1.0,https://www.google.com/maps/place/?q=place_id:ChIJNxrWroVZwokRhT9OKblQLnE
East Houston St. Wine & Liquor,ChIJpfROSIJZwokROGPB3lBxRTU,"['liquor_store', 'store', 'food', 'point_of_interest', 'establishment']","250 East Houston Street, New York",OPERATIONAL,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117808460219123378764"">Ruwan J.</a>'], 'photo_reference': 'Aaw_FcJLJyko82MepUZmCfXipCSSNQTYVrzv3l2wyOzksgsy6RK4VbQChwnvrb9IugNUNlW74e3V8UYl9bMxx2kAi3ptAruTYVHttV6LHUfou8ieAaTFlQCQDCci_yb5ZKKCCnVy2SeqgEPfjavQ4dMnL2gS8NTTbOR_0pUGnHw8N2QviNrN', 'width': 3024}]",4.4,135.0,,,https://www.google.com/maps/place/?q=place_id:ChIJpfROSIJZwokROGPB3lBxRTU
